Education_Sector,School_Name,School_Type,Address_Line_1,Address_Town,Address_Postcode,Full_Phone_No,longitude,latitude
Catholic,St Laurence O'Toole School,Primary,33-35 Ogilvy Street,LEONGATHA,3953,03 5662 2192,145.954298,-38.47894
Catholic,St Joseph's School,Primary,1-3 Bridge Street,KORUMBURRA,3950,03 5655 2040,145.8223161,-38.43604262
Independent,Westbourne Grammar School,Primary,67 The Strand,NEWPORT,3015,03 9731 9555,144.894928,-37.850191
Independent,Ivanhoe Grammar School,Pri/Sec,The Ridgeway,IVANHOE,3079,03 9490 1877,145.044477,-37.772515
Catholic,St Brigid's School,Primary,1 High Street,HEALESVILLE,3777,03 5962 4200,145.5157966,-37.65867854
Catholic,St James School,Primary,60 Nar Nar Goon Road,NAR NAR GOON,3812,03 5942 5404,145.5731875,-38.07303246
Independent,Scotch College,Pri/Sec,1 Morrison Street,HAWTHORN,3122,03 9810 4321,145.032288,-37.833922
Catholic,St Mary's School,Primary,91 Manning Road,MALVERN EAST,3145,03 9571 1358,145.052923,-37.873016
Independent,St Leonard's College,Pri/Sec,163 South Rd,BRIGHTON EAST,3187,03 9909 9300,145.007554,-37.928631
Catholic,Holy Rosary School,Primary,37 Gower Street,KENSINGTON,3031,03 9376 9455,144.92878,-37.795584
Catholic,St Aloysius' School,Primary,34 Stevens Street,QUEENSCLIFF,3225,03 5258 1736,144.6553031,-38.26868368
Catholic,St Anthony's School,Primary,52 Austin Street,ALPHINGTON,3078,03 9489 7936,145.020362,-37.780069
Catholic,St Joseph's School,Primary,49 Stanhope Street,MALVERN,3144,03 9509 3092,145.031163,-37.858069
Catholic,St Mary's School,Primary,5 Buckley Street,YARRAM,3971,03 5182 5659,146.675973,-38.556897
Catholic,Holy Rosary School,Primary,556 Napier Street,WHITE HILLS,3550,03 5448 4280,144.310571,-36.724874
Catholic,St Columba's School,Primary,24 Glenhuntly Road,ELWOOD,3184,03 9531 6560,144.981123,-37.88253
Catholic,Our Lady of the Rosary,Primary,43-47 Edgecombe Street,KYNETON,3444,03 5422 2056,144.4621207,-37.25051173
Independent,Tintern Grammar,Pri/Sec,90 Alexandra Road,RINGWOOD EAST,3135,03 9845 7777,145.25669,-37.815515
Catholic,St Mary's School,Primary,2 Murlong Street,SWAN HILL,3585,03 5033 2541,143.5455991,-35.32846453
Independent,Toorak College,Pri/Sec,73 Old Mornington Road,MT ELIZA,3930,03 9788 7200,145.093465,-38.172264
Catholic,St Mary's School,Primary,69 Marine Parade,HASTINGS,3915,03 5979 1959,145.1916974,-38.30344093
Catholic,St Brendan's School,Primary,727 Corangamite Lake Road,CORAGULAC,3249,03 5233 1464,143.518801,-38.270651
Catholic,Our Lady of the Immaculate Conception School,Primary,32 Station Place,SUNSHINE,3020,03 9312 2230,144.835562,-37.78945
Catholic,St Mary's School,Primary,2 Mansfield Street,THORNBURY,3071,03 9484 5333,145.001658,-37.75684
Catholic,St John's School,Primary,263 Russell Street,DENNINGTON,3280,03 5562 5362,142.446138,-38.3515
Independent,St Catherine's School,Pri/Sec,17 Heyington Place,TOORAK,3142,03 9822 1285,145.021269,-37.838296
Independent,Lowther Hall Anglican Grammar School,Pri/Sec,17 Leslie Road,ESSENDON,3040,03 9325 5000,144.914974,-37.759908
Catholic,St Brigid's College,Secondary,97 Robinson Street,HORSHAM,3400,03 5382 3545,142.207946,-36.717313
Catholic,St Aloysius' School,Primary,3 Cromwell Street,CAULFIELD,3161,03 9532 9416,145.025531,-37.87345
Catholic,St Joan of Arc School,Primary,30 Dendy Street,BRIGHTON,3186,03 9592 3840,144.994149,-37.92011
Catholic,St John's School,Primary,37 Anderson Street,EUROA,3666,03 5795 2937,145.569867,-36.75337
Independent,Penleigh & Essendon Grammar School,Pri/Sec,163 Rachelle Road,KEILOR EAST,3033,03 9016 2000,144.870337,-37.732154
Catholic,St John's School,Primary,34 Essex Street,FOOTSCRAY,3011,03 9687 3150,144.885221,-37.795825
Catholic,St Joseph's School,Primary,Broadway Street,COBRAM,3644,03 5872 1573,145.653746,-35.917069
Independent,Shelford Girls' Grammar,Pri/Sec,3 Hood Crescent,CAULFIELD,3161,03 9524 7333,145.011318,-37.877908
Catholic,Mary Immaculate School,Primary,9 Rockbeare Grove,IVANHOE,3079,03 9497 1827,145.038756,-37.771941
Catholic,St Joseph's School,Primary,367 High Street,NAGAMBIE,3608,03 5794 2608,145.154053,-36.78161
Catholic,Our Lady of Lourdes School,Primary,7 Wynnstay Road,PRAHRAN EAST,3181,03 9510 6688,145.009457,-37.852457
Catholic,St Joseph's School,Primary,4-8 Raymond Street,ORBOST,3888,03 5154 1289,148.455631,-37.709168
Independent,Mentone Grammar School,Pri/Sec,63 Venice Street,MENTONE,3194,03 9584 4211,145.068124,-37.987688
Independent,Ivanhoe Girls' Grammar School,Pri/Sec,123 Marshall St,IVANHOE,3079,03 9490 6222,145.046721,-37.765273
Catholic,St Mary's School,Primary,43 O'Donnell Avenue,MYRTLEFORD,3737,03 5752 1808,146.7269257,-36.55357176
Independent,Carey Baptist Grammar School,Pri/Sec,349 Barkers Road,KEW,3101,03 9816 1222,145.047817,-37.814784
Independent,Kilvington Grammar School,Pri/Sec,2 Leila Road,ORMOND,3204,03 9578 6231,145.041216,-37.899519
Independent,Haileybury College,Pri/Sec,855 Springvale Rd,KEYSBOROUGH,3173,03 9213 2222,145.14643,-37.995979
Catholic,St Therese's School,Primary,25-31 Edward Street,ESSENDON,3040,03 9374 6100,144.910309,-37.751111
Catholic,Sacred Heart School,Primary,5 The Parade,YEA,3717,03 5797 2723,145.424612,-37.21454695
Catholic,Our Lady of Good Counsel School,Primary,52 Deepdene Road,DEEPDENE,3103,03 9817 5744,145.06279,-37.811081
Independent,Strathcona Baptist Girls' Grammar,Pri/Sec,34 Scott Street,CANTERBURY,3126,03 8779 7500,145.080366,-37.829176
Catholic,St Kevin's School,Primary,Glen Orme Avenue,ORMOND,3204,03 9578 1182,145.038799,-37.904399
Independent,Mentone Girls' Grammar School,Pri/Sec,11 Mentone Parade,MENTONE,3194,03 9581 1200,145.063465,-37.989375
Catholic,St Joseph's School,Primary,362 Station Street,CHELSEA,3196,03 9772 8251,145.118591,-38.055435
Independent,Gippsland Grammar,Pri/Sec,417 York Street,SALE,3850,03 5143 6388,147.064627,-38.093651
Catholic,St Finbar's School,Primary,90 Centre Road,BRIGHTON EAST,3187,03 9592 4479,145.017464,-37.916284
Catholic,Loreto Mandeville Hall,Pri/Sec,10 Mandeville Crescent,TOORAK,3142,03 9823 8100,145.014892,-37.848193
Catholic,St Dominic's School,Primary,145 Highfield Road,CAMBERWELL EAST,3124,03 9836 8300,145.083836,-37.838918
Catholic,St Mary's School,Primary,59 Holyrood Street,HAMPTON,3188,03 9521 9335,145.000898,-37.933052
Catholic,Holy Rosary School,Primary,18 Pohlman Street,HEATHCOTE,3523,03 5433 2057,144.701109,-36.917678
Catholic,St Mary's School,Primary,45-49 King Edward Street,COHUNA,3568,03 5456 2062,144.218544,-35.808233
Independent,Camberwell Grammar School,Pri/Sec,55 Mont Albert Road,CANTERBURY,3126,03 9835 1777,145.066407,-37.816093
Catholic,St Joseph's School,Primary,17 Martin Street,CRIB POINT,3919,03 5983 9374,145.202806,-38.361465
Independent,Brighton Grammar School,Pri/Sec,90 Outer Crescent,BRIGHTON,3186,03 8591 2200,144.993524,-37.911108
Catholic,St Fidelis' School,Primary,52 Saunders Street,MORELAND,3058,03 9383 3600,144.951561,-37.74984
Independent,Huntingtower School,Pri/Sec,77 Waimarie Drive,MT WAVERLEY,3149,03 9807 8888,145.136288,-37.876741
Catholic,St Francis Xavier's School,Primary,1087 Whitehorse Road,BOX HILL,3128,03 9890 1108,145.131493,-37.818494
Catholic,St Mary's School,Primary,95A Railway Street,ALTONA,3018,03 9398 4842,144.828375,-37.866658
Catholic,Our Lady Help of Christians School,Primary,1-13 Henry Street,ELTHAM,3095,03 9439 7824,145.147912,-37.716123
Catholic,Our Lady of the Sacred Heart School,Primary,18 Box Street,MERBEIN,3505,03 5025 2258,142.053086,-34.166857
Catholic,St Francis Xavier School,Primary,8 Park Street,FRANKSTON,3199,03 9783 3424,145.1262013,-38.14879945
Catholic,Our Lady of Sion College,Secondary,1065 Whitehorse Road,BOX HILL,3128,03 9890 9097,145.129918,-37.818348
Catholic,St Gabriel's School,Primary,237 Spring Street,RESERVOIR,3073,03 9469 3513,145.005121,-37.718019
Catholic,St Paul's School,Primary,122 Jasper Road,BENTLEIGH,3204,03 9557 7130,145.041466,-37.922826
Catholic,St Joseph's School,Primary,544 Balcombe Road,BLACK ROCK,3193,03 9589 4685,145.023164,-37.975915
Catholic,Salesian College,Secondary,Rupertswood,SUNBURY,3429,03 9744 0000,144.73903,-37.572644
Catholic,St Patrick's School,Primary,2 Merrick Street,STRATFORD,3862,03 5145 6463,147.077678,-37.96726
Independent,Kingswood College,Pri/Sec,355 Station Street,BOX HILL,3128,03 9896 1700,145.118628,-37.832777
Catholic,St Joseph's School,Primary,58 Waterloo Road,TRAFALGAR,3824,03 5633 1151,146.152194,-38.20721
Catholic,St Patrick's School,Primary,3 Dalny Road,MURRUMBEENA,3163,03 9569 7487,145.065265,-37.901775
Catholic,St Roch's School,Primary,Glenvale Road,GLEN IRIS,3146,03 9885 7704,145.052313,-37.857364
Independent,St Margaret's School,Pri/Sec,27-47 Gloucester Ave,BERWICK,3806,03 9703 8111,145.346545,-38.035346
Independent,Camberwell Girls Grammar School,Pri/Sec,2 Torrington Street,CANTERBURY,3126,03 9813 1166,145.059705,-37.818211
Catholic,St Anne's School,Primary,7-19 Beresford Street,KEW EAST,3102,03 9859 4116,145.049813,-37.79538
Catholic,Our Lady of Perpetual Help School,Primary,2 Wilana Street,RINGWOOD,3134,03 9870 7227,145.232182,-37.816423
Catholic,St Francis Xavier's School,Primary,90 Mayona Road,MONTMORENCY,3094,03 9435 8474,145.1265613,-37.71600768
Catholic,St Joseph's School,Primary,Constitution Hill Road,SORRENTO,3943,03 5984 1291,144.741801,-38.340472
Catholic,St Cecilia's School,Primary,4 Van Ness Avenue,GLEN IRIS,3146,03 9809 2142,145.064602,-37.850094
Catholic,St Joseph's School,Primary,28 Sandham Street,ELSTERNWICK,3185,03 9528 1614,145.005287,-37.88251
Catholic,St Joseph's School,Primary,17 Fitzroy Avenue,RED CLIFFS,3496,03 5024 1654,142.187959,-34.30235
Independent,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,395 Barkers Road,KEW,3101,03 9817 6135,145.052212,-37.815934
Catholic,St Peter's School,Primary,32 Wedge Street,EPPING,3076,03 9401 1157,145.027548,-37.650542
Catholic,Santa Maria College,Secondary,50 Separation Street,NORTHCOTE,3070,03 9489 7644,145.00248,-37.770356
Catholic,Sacred Heart School,Primary,2 Mora Avenue,OAKLEIGH,3166,03 8574 4500,145.086915,-37.901835
Catholic,St Mark's School,Primary,118 Argyle Street,FAWKNER,3060,03 9359 6463,144.963618,-37.716278
Catholic,St John the Baptist School,Primary,17 Forest Road,FERNTREE GULLY,3156,03 9758 1013,145.295174,-37.887382
Catholic,St John's School,Primary,490 Whitehorse Road,MITCHAM,3132,03 9874 1575,145.190401,-37.817445
Catholic,St Mary's School,Primary,121-143 McLennan Street,MOOROOPNA,3629,03 5825 2858,145.35422,-36.39605
Catholic,St Raphael's School,Primary,Cooper Street,PRESTON WEST,3072,03 9478 8374,144.992623,-37.734098
Catholic,St Kevin's College,Pri/Sec,31 Moonga Road,TOORAK,3142,03 9822 0911,145.0246967,-37.8353971
Catholic,St John the Baptist's School,Primary,Station Street,KOO WEE RUP,3981,03 5997 1653,145.485268,-38.197464
Catholic,St Vincent de Paul's School,Primary,92 - 114 Woodland Street,STRATHMORE,3041,03 9379 5723,144.92413,-37.742142
Catholic,St Joseph's College Geelong,Secondary,135 Aphrasia Street,NEWTOWN,3220,03 5226 8100,144.331863,-38.150205
Catholic,St Joseph's School,Primary,33 St John's Avenue,SPRINGVALE,3171,03 9546 8223,145.150344,-37.953229
Catholic,St Bede's College,Secondary,2 Mentone Parade,MENTONE,3194,03 9582 5999,145.068214,-37.991161
Catholic,Holy Name School,Primary,12 Robb Street,PRESTON EAST,3073,03 9471 0883,145.018574,-37.730261
Catholic,Siena College Ltd,Secondary,815 Riversdale Road,CAMBERWELL,3124,03 9835 0200,145.082575,-37.833662
Catholic,St Bernard's School,Primary,36 Patterson Street,COBURG EAST,3058,03 9384 8500,144.972708,-37.747422
Catholic,St Benedict's School,Primary,3-9 Central Avenue,BURWOOD,3125,03 9808 8551,145.0973996,-37.84949599
Catholic,St Oliver Plunkett's School,Primary,1-39 Landells Road,PASCOE VALE,3044,03 9354 5411,144.941855,-37.730886
Catholic,Corpus Christi School,Primary,380 Geelong Road,KINGSVILLE,3012,03 9314 7303,144.872915,-37.808532
Catholic,St Robert's School,Primary,13 Nicholas Street,NEWTOWN,3220,03 5221 1075,144.343009,-38.15641
Catholic,St Bernard's College,Secondary,41 Rosehill Road,ESSENDON,3040,03 9289 1000,144.8832,-37.749392
Catholic,Whitefriars College Inc,Secondary,156 Park Road,DONVALE,3111,03 9872 8200,145.199541,-37.7918
Catholic,St Michael's School,Primary,268 High Street,ASHBURTON,3147,03 9885 3105,145.082484,-37.864128
Catholic,St Mary's School,Primary,131 Powells Road,CLARKES HILL,3352,03 5334 5280,143.988696,-37.500399
Catholic,Our Lady of the Sacred Heart College,Secondary,111 Jasper Road,BENTLEIGH,3204,03 8520 9200,145.039942,-37.925723
Catholic,St Bede's School,Primary,2 Marwal Avenue,BALWYN NORTH,3104,03 8851 4651,145.070901,-37.793523
Catholic,Salesian College,Secondary,10 Bosco Street,CHADSTONE,3148,03 9807 2644,145.100257,-37.882735
Catholic,St Patrick's School,Primary,29 Leahy Street,NHILL,3418,03 5391 1575,141.64304,-36.335412
Catholic,St Margaret's School,Primary,83 St Albans Road,GEELONG EAST,3219,03 5229 7453,144.373926,-38.164624
Independent,Mount Scopus Memorial College,Pri/Sec,245 Burwood Highway,BURWOOD,3125,03 9834 0000,145.117774,-37.847216
Catholic,St Kieran's School,Primary,Lloyd Street,MOE,3825,03 5127 3606,146.253555,-38.179369
Catholic,Marcellin College,Secondary,160 Bulleen Road,BULLEEN,3105,03 9851 1589,145.082675,-37.774782
Catholic,Marist-Sion College,Secondary,165 Burke Street,WARRAGUL,3820,03 5623 5944,145.915266,-38.159029
Independent,Henderson College,Pri/Sec,806-816 Cowra Ave,IRYMPLE,3498,03 5024 5192,142.159259,-34.222606
Catholic,St Theresa's School,Primary,16 Drummartin Street,ALBION,3020,03 9311 9070,144.820196,-37.782193
Catholic,St Bernadette's School,Primary,53 Stanley Street,IVANHOE WEST,3079,03 9499 3914,145.034125,-37.763063
Catholic,St Colman's School,Primary,46 Dunlop Street,MORTLAKE,3272,03 5599 2285,142.8020236,-38.07993674
Catholic,St Agnes' School,Primary,Peterson Street,HIGHETT,3190,03 9532 0344,145.031826,-37.946096
Catholic,Our Lady of the Assumption School,Primary,9 Centre Dandenong Road,CHELTENHAM,3192,03 9584 9488,145.059713,-37.965505
Independent,Nunawading Christian College-Primary,Primary,Laughlin Ave,NUNAWADING,3131,03 9878 9927,145.17005,-37.82192
Catholic,Sacred Heart School,Primary,35 Wicklow Avenue,CROYDON,3136,03 9724 4333,145.272793,-37.79749
Catholic,St Malachy's School,Primary,34 Lake Street,EDENHOPE,3318,03 5585 1396,141.300045,-37.034028
Independent,Heritage College,Pri/Sec,333 Centre Road,NARRE WARREN SOUTH,3805,03 9796 0100,145.316519,-38.050215
Catholic,St Mary's School,Primary,Myrtle Street,ALEXANDRA,3714,03 5772 1500,145.713385,-37.191268
Catholic,Resurrection House,Primary,6 Aberfeldie Street,ESSENDON,3040,03 9337 0084,144.905195,-37.756648
Independent,Adass Israel School,Pri/Sec,10-12 King Street,ELSTERNWICK,3185,03 9523 6422,145.008205,-37.883899
Catholic,Holy Spirit School,Primary,197 Clarendon Street,THORNBURY EAST,3071,03 9480 0391,145.01619,-37.760845
Catholic,Sacred Heart School,Primary,Winifred Street,ST ALBANS,3021,03 9366 0266,144.800053,-37.73769
Catholic,St Thomas The Apostle School,Primary,67 Central Road,BLACKBURN,3130,03 9878 8268,145.157434,-37.823247
Catholic,St Mary's School,Primary,5-7 Southam Street,RUSHWORTH,3612,03 5856 1347,145.011203,-36.587795
Catholic,St Michael's School,Primary,Davis Street,HEYFIELD,3858,03 5148 2514,146.7842665,-37.98075149
Catholic,St Thomas Aquinas School,Primary,51 Plume Street,NORLANE,3214,03 5275 3560,144.35882,-38.090171
Catholic,St Pius X School,Primary,431 Waterdale Road,HEIDELBERG WEST,3081,03 9457 3776,145.04629,-37.746924
Catholic,St Margaret Mary's School,Primary,181 Hudsons Road,SPOTSWOOD,3015,03 9391 3118,144.877732,-37.829084
Catholic,Monivae College,Secondary,133 Ballarat Road,HAMILTON,3300,03 5551 1200,142.0494536,-37.74203709
Catholic,St Mary Magdalen's School,Primary,20 Bolwarra Street,CHADSTONE,3148,03 9807 0315,145.101198,-37.879776
Catholic,St Anthony's School,Primary,90 Buckley Street,NOBLE PARK,3174,03 9546 0044,145.172427,-37.97171
Catholic,St Peter's School,Primary,16 Mary Street,CLAYTON,3168,03 9544 3032,145.121859,-37.92314
Catholic,St Joseph's School,Primary,33 Lascelles Street,HOPETOUN,3396,03 5083 3296,142.362192,-35.72393
Independent,Yeshivah College,Pri/Sec,88 Hotham Street,ST KILDA EAST,3183,03 9522 8222,145.000341,-37.868122
Catholic,St John Bosco's School,Primary,6 Teague Street,NIDDRIE,3042,03 9337 2314,144.889028,-37.743657
Catholic,Holy Family School,Primary,143-147 Separation Street,BELL PARK,3215,03 5278 4634,144.338334,-38.111101
Catholic,Holy Spirit Parish School,Primary,83 Minerva Road,MANIFOLD HEIGHTS,3218,03 5229 8298,144.329964,-38.135809
Catholic,St Mary's School,Primary,210 Grimshaw Street,GREENSBOROUGH,3088,03 9433 4000,145.092633,-37.702851
Catholic,Mother of God School,Primary,67 Blanche Street,ARDEER,3022,03 9363 1734,144.800812,-37.779414
Catholic,St Peter Chanel School,Primary,848 Ballarat Road,DEER PARK,3023,03 9363 1586,144.769266,-37.768526
Catholic,Christ the King Primary School,Primary,28 Riley Court,BRAYBROOK,3019,03 9311 7387,144.86196,-37.787611
Catholic,Corpus Christi School,Primary,13-21 Widford Street,GLENROY,3046,03 9306 3062,144.922802,-37.703891
Catholic,Killester College,Secondary,433 Springvale Road,SPRINGVALE,3171,03 9547 5000,145.152017,-37.959071
Catholic,St Paul's School,Primary,Links Street,SUNSHINE WEST,3020,03 9363 1568,144.807516,-37.787534
Catholic,St Patrick's School,Primary,5 Victoria Street,PYRAMID HILL,3575,03 5455 7220,144.111842,-36.054852
Catholic,Clonard College,Secondary,225 Church Street,HERNE HILL,3218,03 5278 2155,144.330481,-38.130078
Catholic,Stella Maris School,Primary,113 Oak Street,BEAUMARIS,3193,03 9589 2641,145.041044,-37.981986
Catholic,St Therese's School,Primary,Albion Street,KENNINGTON,3550,03 5443 3200,144.298244,-36.766898
Catholic,St Bernadette's School,Primary,2 Willey Street,SUNSHINE NORTH,3020,03 9311 8872,144.835276,-37.771157
Catholic,St James' School,Primary,260 Albert Street,SEBASTOPOL,3356,03 5335 8750,143.840181,-37.603467
Independent,Rossbourne School,Special,131 Power Street,HAWTHORN,3122,03 9819 4611,145.02655,-37.82304
Catholic,Sacred Heart School,Primary,Olive Grove,MILDURA,3500,03 5023 1204,142.152242,-34.187326
Independent,Beth Rivkah Ladies College,Pri/Sec,14-20 Balaclava Road,ST KILDA EAST,3183,03 9522 8242,145.000835,-37.869281
Catholic,St Margaret's Primary School,Primary,67 The Esplanade,MARIBYRNONG,3032,03 9318 1339,144.891039,-37.766895
Catholic,Immaculate Heart of Mary School,Primary,50-54 Monash Road,NEWBOROUGH,3825,03 5127 2342,146.291592,-38.184743
Catholic,Holy Family School,Primary,250 Stephensons Road,MOUNT WAVERLEY,3149,03 9807 3300,145.129634,-37.874255
Catholic,St Gerard's School,Primary,71 Gladstone Road,DANDENONG NORTH,3175,03 9791 7553,145.205824,-37.971329
Catholic,St Mel's School,Primary,35 Hamilton Street,SHEPPARTON SOUTH,3630,03 5821 3163,145.410675,-36.39247
Catholic,Our Lady of Perpetual Succour School,Primary,31 Erasmus Street,SURREY HILLS,3127,03 9898 7655,145.111389,-37.830057
Catholic,St Catherine's School,Primary,14-28 Fletcher Street,MOORABBIN,3189,03 9555 7200,145.052171,-37.938224
Catholic,Sacred Heart Girls' College,Secondary,113 Warrigal Road,HUGHESDALE,3166,03 9568 5488,145.086083,-37.902163
Catholic,St Vincent de Paul's School,Primary,2 Rowell Street,MORWELL EAST,3840,03 5134 2060,146.415478,-38.230608
Independent,St Peter's Lutheran School,Primary,6-26 Horsham Road,DIMBOOLA,3414,03 5389 1626,142.037578,-36.457061
Catholic,St Mary's School,Primary,47 Hannon Street,SEA LAKE,3533,03 5070 1272,142.85067,-35.501832
Catholic,St Joseph's School,Primary,40 Milners Road,YARRA JUNCTION,3797,03 5967 1183,145.616814,-37.792172
Catholic,St Stephen's School,Primary,71 Whitelaw Street,RESERVOIR EAST,3073,03 9460 3566,145.019202,-37.711568
Catholic,St Brendan's School,Primary,Golf Links Road,LAKES ENTRANCE,3909,03 5155 2712,148.012335,-37.87102
Catholic,St Martin of Tours School,Primary,2-12 Silk Street,ROSANNA,3084,03 9459 0902,145.076979,-37.735182
Catholic,St Michael's School,Primary,Queen Elizabeth Drive,TALLANGATTA,3700,02 6071 2386,147.173415,-36.216232
Catholic,Christ Our Holy Redeemer School,Primary,43 Ferntree Gully Road,OAKLEIGH EAST,3166,03 9569 8966,145.105753,-37.896158
Catholic,Our Lady of the Nativity School,Primary,29 Fawkner Street,ABERFELDIE,3040,03 9337 4204,144.896581,-37.756347
Catholic,St John's Regional College,Secondary,5-11 Caroline Street,DANDENONG,3175,03 9791 3366,145.226256,-37.990229
Catholic,Nagle College,Secondary,20 Hope Avenue,BAIRNSDALE,3875,03 5152 6122,147.587656,-37.837096
Catholic,St Mary's School,Pri/Sec,12 Watkin Street,ROBINVALE,3549,03 5026 3483,142.7785055,-34.58470583
Catholic,Our Lady's School,Primary,White Street,WANGARATTA,3677,03 5721 3783,146.321144,-36.372191
Catholic,Emmaus College,Secondary,503 Springvale Road,VERMONT SOUTH,3133,03 9845 3211,145.174107,-37.84779
Catholic,St Dominic's School,Primary,408 Camp Road,BROADMEADOWS,3047,03 9309 4146,144.923702,-37.685055
Catholic,St Patrick's School,Primary,Mangan Street,TONGALA,3621,03 5859 0371,144.953591,-36.252656
Catholic,St Bridget's School,Primary,36 Sweyn Street,BALWYN NORTH,3104,03 9857 6394,145.103253,-37.795925
Catholic,St Leonard's School,Primary,349 Springvale Road,GLEN WAVERLEY,3150,03 9560 8491,145.163894,-37.886803
Catholic,St Scholastica's School,Primary,4 Starling Street,BENNETTSWOOD,3125,03 9808 7279,145.125908,-37.851646
Catholic,St Christopher's School,Primary,Doon Avenue,GLEN WAVERLEY,3150,03 9803 0011,145.1501975,-37.87109838
Catholic,St John Vianney's School,Primary,Brisbane Terrace,PARKDALE EAST,3195,03 9580 5812,145.09249,-37.99047
Catholic,Ss Peter & Paul's School,Primary,16 Beverley Street,DONCASTER EAST,3109,03 9842 2056,145.1534,-37.790552
Catholic,St Mary of the Angels College,Secondary,Chapel Street,NATHALIA,3638,03 5866 2222,145.208748,-36.057656
Catholic,Holy Family School,Primary,100 Power Road,DOVETON,3177,03 9791 1853,145.238629,-37.990496
Catholic,Aquinas College,Secondary,46 Great Ryrie Street,RINGWOOD,3134,03 9259 3000,145.234935,-37.823058
Independent,Leibler Yavneh College,Pri/Sec,2 Nagle Avenue,ELSTERNWICK,3185,03 9528 4911,145.006626,-37.892871
Independent,Peninsula Grammar,Pri/Sec,20 Wooralla Drive,MT ELIZA,3930,03 9788 7777,145.090692,-38.198174
Catholic,St Matthew's School,Primary,95 William Street,FAWKNER NORTH,3060,03 9359 5423,144.967951,-37.698156
Catholic,St John Vianney's School,Primary,23 Police Road,MULGRAVE,3170,03 9546 4161,145.159559,-37.932718
Catholic,St Luke's School,Primary,1A David Street,LALOR,3075,03 9465 2099,145.0188321,-37.67237431
Catholic,St Francis de Sales School,Primary,626 Pascoe Vale Road,OAK PARK,3046,03 9306 9444,144.921079,-37.718847
Independent,St John's Lutheran School Geelong,Primary,33 Aberdeen Street,GEELONG,3220,03 5221 5221,144.347467,-38.147331
Catholic,St Thomas More's School,Primary,Reynold's Lane,BELGRAVE,3160,03 9754 4444,145.3526801,-37.90841476
Catholic,St Pius X School,Primary,32-34 Hoddle Street,WARRNAMBOOL WEST,3280,03 5562 2506,142.46583,-38.364916
Catholic,St Christopher's School,Primary,34 Roberts Road,AIRPORT WEST,3042,03 9338 3591,144.880249,-37.72501
Catholic,Sacred Heart School,Primary,125 Hart Street,ELIMINYT,3250,03 5231 5292,143.578547,-38.353155
Catholic,Sacred Heart School,Primary,25 Gipson Street,DIAMOND CREEK,3089,03 9438 1590,145.158777,-37.67214795
Catholic,St Michael's School,Primary,16 Scanlan Street,BERWICK,3806,03 9707 1600,145.353572,-38.033824
Catholic,Ave Maria College,Secondary,14-22 Vida Street,ABERFELDIE,3040,03 9331 9300,144.897964,-37.756618
Independent,Bialik College,Pri/Sec,429 Auburn Road,HAWTHORN EAST,3122,03 9822 7981,145.043371,-37.842269
Catholic,Our Lady of the Way School,Primary,11-13 Green Avenue,KINGSBURY,3083,03 9460 6684,145.035525,-37.715261
Catholic,St Luke the Evangelist School,Primary,46 Orchard Grove,BLACKBURN SOUTH,3130,03 9877 4023,145.146714,-37.835551
Catholic,St Bernard's School,Primary,Williams Road,WANGARATTA,3677,03 5721 4431,146.305601,-36.346559
Catholic,Our Lady Help of Christians School,Primary,15 Munro Street,MURTOA,3390,03 5385 2526,142.473651,-36.622676
Independent,Luther College,Secondary,Plymouth Rd,CROYDON HILLS,3136,03 9724 2000,145.272909,-37.782963
Catholic,Marian College,Secondary,196 Glengala Road,SUNSHINE WEST,3020,03 9363 1711,144.806129,-37.787731
Catholic,Mount St Joseph Girls' College,Secondary,133 Maidstone Street,ALTONA,3018,03 8398 2000,144.811674,-37.863902
Catholic,Our Lady Help of Christians School,Primary,482 Gillies Street,WENDOUREE,3355,03 5339 4726,143.825614,-37.525436
Catholic,St Clement of Rome School,Primary,9 Egan Drive,BULLEEN,3105,03 9850 1216,145.090333,-37.767296
Catholic,St Joseph's Primary School,Primary,212 Boronia Road,BORONIA,3155,03 9762 3275,145.274814,-37.862707
Catholic,Sacred Heart School,Primary,111-115 Hansen Street,CORRYONG,3707,02 6076 1138,147.89919,-36.198241
Catholic,Mater Christi College,Secondary,28 Bayview Road,BELGRAVE,3160,03 9754 6611,145.3588871,-37.9106377
Catholic,Our Lady of Lourdes School,Primary,23 Orange Grove,BAYSWATER,3153,03 9729 3411,145.265765,-37.848985
Catholic,St Joseph's College,Secondary,5 Brenock Park Drive,FERNTREE GULLY,3156,03 9758 2000,145.295093,-37.89049
Independent,St Paul's College Kew,Special,3-13 Fernhurst Grove,KEW,3101,03 9855 7700,145.026953,-37.806231
Catholic,Annunciation School,Primary,4-14 Nolan Avenue,BROOKLYN,3012,03 9314 6271,144.847959,-37.820989
Catholic,St Louis de Montfort's School,Primary,37 Dolphin Street,ASPENDALE,3195,03 9580 5169,145.102261,-38.018128
Catholic,St Thomas More's School,Primary,30 Angus Street,HADFIELD,3046,03 9306 6225,144.944942,-37.707293
Catholic,Avila College,Secondary,35 Charles Street,MOUNT WAVERLEY,3149,03 9831 9600,145.133255,-37.874671
Catholic,St Philip's School,Primary,60 Junction Road,BLACKBURN NORTH,3130,03 9878 6501,145.166588,-37.807643
